Présidentielle 2017 - 2eme tour;07/05/2017;14;37;;75114;PARIS 14;1448;1195;1108;1;MACRON;Emmanuel;960;64;23;105
Présidentielle 2017 - 2eme tour;07/05/2017;17;37;;75117;PARIS 17;1485;1173;1084;2;LE PEN;Marine;122;68;21;131
Présidentielle 2017 - 2eme tour;07/05/2017;14;38;;75114;PARIS 14;1245;1019;939;2;LE PEN;Marine;83;61;19;129
Présidentielle 2017 - 2eme tour;07/05/2017;15;38;;75115;PARIS 15;1475;1171;1063;2;LE PEN;Marine;131;77;31;110
Présidentielle 2017 - 2eme tour;07/05/2017;16;38;;75116;PARIS 16;1540;1229;1124;1;MACRON;Emmanuel;985;84;21;163
Présidentielle 2017 - 2eme tour;07/05/2017;16;38;;75116;PARIS 16;1540;1229;1124;2;LE PEN;Marine;139;84;21;163
Présidentielle 2017 - 2eme tour;07/05/2017;20;38;;75120;PARIS 20;1435;1041;953;2;LE PEN;Marine;125;68;20;49
Présidentielle 2017 - 2eme tour;07/05/2017;10;39;;75110;PARIS 10;1593;1256;1180;1;MACRON;Emmanuel;1103;65;11;175
Présidentielle 2017 - 2eme tour;07/05/2017;11;39;;75111;PARIS 11;1392;1097;1013;2;LE PEN;Marine;88;58;26;143
Présidentielle 2017 - 2eme tour;07/05/2017;12;39;;75112;PARIS 12;1248;974;879;1;MACRON;Emmanuel;773;73;22;95
Présidentielle 2017 - 2eme tour;07/05/2017;17;39;;75117;PARIS 17;1437;1067;967;2;LE PEN;Marine;200;71;29;54
Présidentielle 2017 - 2eme tour;07/05/2017;18;39;;75118;PARIS 18;1714;1386;1276;1;MACRON;Emmanuel;1166;80;30;155
Présidentielle 2017 - 2eme tour;07/05/2017;18;39;;75118;PARIS 18;1714;1386;1276;2;LE PEN;Marine;110;80;30;155
Présidentielle 2017 - 2eme tour;07/05/2017;19;39;;75119;PARIS 19;1453;1116;1041;2;LE PEN;Marine;99;55;20;71
Présidentielle 2017 - 2eme tour;07/05/2017;12;40;;75112;PARIS 12;1232;979;908;1;MACRON;Emmanuel;811;58;13;93
Présidentielle 2017 - 2eme tour;07/05/2017;12;40;;75112;PARIS 12;1232;979;908;2;LE PEN;Marine;97;58;13;93
Présidentielle 2017 - 2eme tour;07/05/2017;13;40;;75113;PARIS 13;1650;1311;1226;1;MACRON;Emmanuel;1127;63;22;110
Présidentielle 2017 - 2eme tour;07/05/2017;14;40;;75114;PARIS 14;1552;1243;1163;1;MACRON;Emmanuel;1066;61;19;122
Présidentielle 2017 - 2eme tour;07/05/2017;19;40;;75119;PARIS 19;1378;987;891;2;LE PEN;Marine;150;68;28;63
Présidentielle 2017 - 2eme tour;07/05/2017;15;41;;75115;PARIS 15;1610;1237;1143;2;LE PEN;Marine;118;78;16;156
Présidentielle 2017 - 2eme tour;07/05/2017;16;41;;75116;PARIS 16;1569;1244;1123;2;LE PEN;Marine;182;88;33;119
Présidentielle 2017 - 2eme tour;07/05/2017;17;41;;75117;PARIS 17;1532;1230;1125;1;MACRON;Emmanuel;1011;88;17;161
Présidentielle 2017 - 2eme tour;07/05/2017;17;41;;75117;PARIS 17;1532;1230;1125;2;LE PEN;Marine;114;88;17;161
Présidentielle 2017 - 2eme tour;07/05/2017;19;41;;75119;PARIS 19;1386;1007;928;1;MACRON;Emmanuel;815;61;18;55
Présidentielle 2017 - 2eme tour;07/05/2017;20;41;;75120;PARIS 20;1544;1114;1024;2;LE PEN;Marine;151;73;17;63
Présidentielle 2017 - 2eme tour;07/05/2017;17;42;;75117;PARIS 17;1561;1276;1208;1;MACRON;Emmanuel;1110;53;15;167
Présidentielle 2017 - 2eme tour;07/05/2017;17;42;;75117;PARIS 17;1561;1276;1208;2;LE PEN;Marine;98;53;15;167
Présidentielle 2017 - 2eme tour;07/05/2017;20;42;;75120;PARIS 20;1468;1095;1008;2;LE PEN;Marine;119;70;17;77
Présidentielle 2017 - 2eme tour;07/05/2017;11;43;;75111;PARIS 11;1733;1385;1284;1;MACRON;Emmanuel;1190;80;21;129
Présidentielle 2017 - 2eme tour;07/05/2017;12;43;;75112;PARIS 12;1205;942;826;1;MACRON;Emmanuel;659;89;27;63
Présidentielle 2017 - 2eme tour;07/05/2017;12;43;;75112;PARIS 12;1205;942;826;2;LE PEN;Marine;167;89;27;63
Présidentielle 2017 - 2eme tour;07/05/2017;13;43;;75113;PARIS 13;1726;1357;1230;2;LE PEN;Marine;112;94;33;121
Présidentielle 2017 - 2eme tour;07/05/2017;15;43;;75115;PARIS 15;1338;1094;994;1;MACRON;Emmanuel;894;79;21;92
Présidentielle 2017 - 2eme tour;07/05/2017;18;43;;75118;PARIS 18;1716;1272;1173;2;LE PEN;Marine;144;87;12;121
Présidentielle 2017 - 2eme tour;07/05/2017;20;44;;75120;PARIS 20;1833;1396;1274;2;LE PEN;Marine;119;93;29;131
Présidentielle 2017 - 2eme tour;07/05/2017;13;45;;75113;PARIS 13;1354;976;892;1;MACRON;Emmanuel;744;69;15;59
Présidentielle 2017 - 2eme tour;07/05/2017;16;45;;75116;PARIS 16;1339;1011;917;1;MACRON;Emmanuel;816;74;20;94
Présidentielle 2017 - 2eme tour;07/05/2017;18;45;;75118;PARIS 18;1506;1069;986;2;LE PEN;Marine;122;65;18;71
Présidentielle 2017 - 2eme tour;07/05/2017;14;46;;75114;PARIS 14;1332;1093;1021;1;MACRON;Emmanuel;931;56;16;117
Présidentielle 2017 - 2eme tour;07/05/2017;17;46;;75117;PARIS 17;1476;1223;1165;1;MACRON;Emmanuel;1066;49;9;150
Présidentielle 2017 - 2eme tour;07/05/2017;20;46;;75120;PARIS 20;1529;1167;1084;1;MACRON;Emmanuel;988;60;23;97
Présidentielle 2017 - 2eme tour;07/05/2017;20;46;;75120;PARIS 20;1529;1167;1084;2;LE PEN;Marine;96;60;23;97
Présidentielle 2017 - 2eme tour;07/05/2017;13;47;;75113;PARIS 13;1759;1443;1340;2;LE PEN;Marine;139;84;19;141
Présidentielle 2017 - 2eme tour;07/05/2017;14;47;;75114;PARIS 14;1422;1081;981;2;LE PEN;Marine;127;80;20;73
Présidentielle 2017 - 2eme tour;07/05/2017;15;47;;75115;PARIS 15;1600;1235;1135;2;LE PEN;Marine;136;74;26;118
Présidentielle 2017 - 2eme tour;07/05/2017;16;47;;75116;PARIS 16;1575;1208;1125;1;MACRON;Emmanuel;951;66;17;93
Présidentielle 2017 - 2eme tour;07/05/2017;17;47;;75117;PARIS 17;1416;1143;1047;2;LE PEN;Marine;94;71;25;185
Présidentielle 2017 - 2eme tour;07/05/2017;19;47;;75119;PARIS 19;1764;1364;1270;2;LE PEN;Marine;102;75;19;136
Présidentielle 2017 - 2eme tour;07/05/2017;13;48;;75113;PARIS 13;1662;1330;1227;1;MACRON;Emmanuel;1101;74;29;120
Présidentielle 2017 - 2eme tour;07/05/2017;16;48;;75116;PARIS 16;1377;1131;1054;1;MACRON;Emmanuel;930;65;12;124
Présidentielle 2017 - 2eme tour;07/05/2017;17;48;;75117;PARIS 17;1313;1046;981;1;MACRON;Emmanuel;890;51;14;149
Présidentielle 2017 - 2eme tour;07/05/2017;17;48;;75117;PARIS 17;1313;1046;981;2;LE PEN;Marine;91;51;14;149
Présidentielle 2017 - 2eme tour;07/05/2017;18;48;;75118;PARIS 18;1264;967;878;1;MACRON;Emmanuel;794;72;17;89
Présidentielle 2017 - 2eme tour;07/05/2017;18;48;;75118;PARIS 18;1264;967;878;2;LE PEN;Marine;84;72;17;89
Présidentielle 2017 - 2eme tour;07/05/2017;11;49;;75111;PARIS 11;1709;1396;1310;1;MACRON;Emmanuel;1184;68;18;144
Présidentielle 2017 - 2eme tour;07/05/2017;11;49;;75111;PARIS 11;1709;1396;1310;2;LE PEN;Marine;126;68;18;144
Présidentielle 2017 - 2eme tour;07/05/2017;15;49;;75115;PARIS 15;1476;1042;951;2;LE PEN;Marine;160;72;19;51
Présidentielle 2017 - 2eme tour;07/05/2017;16;49;;75116;PARIS 16;1543;1211;1133;1;MACRON;Emmanuel;984;63;15;120
Présidentielle 2017 - 2eme tour;07/05/2017;12;50;;75112;PARIS 12;1551;1211;1123;2;LE PEN;Marine;124;72;16;155
Présidentielle 2017 - 2eme tour;07/05/2017;14;50;;75114;PARIS 14;1521;1193;1108;2;LE PEN;Marine;87;62;23;127
Présidentielle 2017 - 2eme tour;07/05/2017;19;50;;75119;PARIS 19;1976;1480;1369;2;LE PEN;Marine;137;94;17;75
Présidentielle 2017 - 2eme tour;07/05/2017;13;51;;75113;PARIS 13;1690;1375;1255;2;LE PEN;Marine;118;97;23;124
Présidentielle 2017 - 2eme tour;07/05/2017;14;51;;75114;PARIS 14;1410;1058;969;1;MACRON;Emmanuel;816;72;17;88
Présidentielle 2017 - 2eme tour;07/05/2017;14;51;;75114;PARIS 14;1410;1058;969;2;LE PEN;Marine;153;72;17;88
