Législatives 2012 - 1er Tour;06/10/2012;10;24;5;75110;PARIS 10;1560;959;953;4;DABAT;Monique;3;;;
Législatives 2012 - 1er Tour;06/10/2012;10;26;5;75110;PARIS 10;1624;992;985;8;FOUCHER;Isabelle;3;;;
Législatives 2012 - 1er Tour;06/10/2012;10;33;5;75110;PARIS 10;1380;885;876;8;FOUCHER;Isabelle;0;;;
Législatives 2012 - 1er Tour;06/10/2012;10;33;5;75110;PARIS 10;1380;885;876;12;BILLARD;Martine;104;;;
Législatives 2012 - 1er Tour;06/10/2012;14;19;11;75114;PARIS 14;1543;920;912;13;MARTINS;Jean-François;36;;;
Législatives 2012 - 1er Tour;06/10/2012;14;22;11;75114;PARIS 14;1421;870;858;12;VINCIGUERRA;Laurent;5;;;
Législatives 2012 - 1er Tour;06/10/2012;14;23;11;75114;PARIS 14;1511;980;968;13;MARTINS;Jean-François;31;;;
Législatives 2012 - 1er Tour;06/10/2012;14;25;11;75114;PARIS 14;1516;1011;997;12;VINCIGUERRA;Laurent;1;;;
Législatives 2012 - 1er Tour;06/10/2012;14;26;11;75114;PARIS 14;1317;878;869;15;CUSA;Miron;50;;;
Législatives 2012 - 1er Tour;06/10/2012;14;32;11;75114;PARIS 14;1434;963;956;8;WONG;Florine;8;;;
Législatives 2012 - 1er Tour;06/10/2012;14;33;11;75114;PARIS 14;1479;958;946;9;DUFFAULT;Laurent;5;;;
Législatives 2012 - 1er Tour;06/10/2012;14;34;11;75114;PARIS 14;1659;1104;1093;2;BENOIT;Jean-Noël;0;;;
Législatives 2012 - 1er Tour;06/10/2012;13;47;10;75113;PARIS 13;1775;1132;1120;5;VEYRAT;Sébastien;15;;;
Législatives 2012 - 1er Tour;06/10/2012;13;47;10;75113;PARIS 13;1775;1132;1120;10;FIZE;Michel;22;;;
Législatives 2012 - 1er Tour;06/10/2012;13;49;10;75113;PARIS 13;1640;1082;1068;3;BEAUCOURT;Nicole;0;;;
