48.8447384805, 2.31581614372;"{""type"": ""Polygon"", ""coordinates"": [[[2.31177336987529, 48.84532572437561], [2.313661895670739, 48.845927239448386], [2.313720794440773, 48.84591892188278], [2.316521247902684, 48.846772760705946], [2.319120067726631, 48.845473686020256], [2.320122235803891, 48.84510951189899], [2.31881140739489, 48.84473290757487], [2.318801146195126, 48.84459530089587], [2.317655104212004, 48.844253987129214], [2.316654246507348, 48.84314922256925], [2.315943399616613, 48.842557031163985], [2.31482422026416, 48.84196152029832], [2.314508565037823, 48.842342791267534], [2.314400007914248, 48.84258094058252], [2.314066548203563, 48.84307022934431], [2.313952050906044, 48.84335522953709], [2.314612517616993, 48.84355579027746], [2.313462742166239, 48.84453062434628], [2.31177336987529, 48.84532572437561]]]}";15;34;1764.60137748;140236.323094
48.8381645294, 2.26254867555;"{""type"": ""Polygon"", ""coordinates"": [[[2.260210116835103, 48.8368073838664], [2.259893171745921, 48.83786588618823], [2.261345613501074, 48.8385386233798], [2.261235321465012, 48.839234106802174], [2.262961070545292, 48.839307345493], [2.263230804772498, 48.83959809697918], [2.265678597868172, 48.838911551495016], [2.263743755746633, 48.83743220539006], [2.263118472007649, 48.837280383855806], [2.262860319322133, 48.83704467857453], [2.261928237410778, 48.837053681840565], [2.261462653483461, 48.836757750023665], [2.260210116835103, 48.8368073838664]]]}";16;46;1194.62715711;75662.9435807
48.8400467841, 2.26676341465;"{""type"": ""Polygon"", ""coordinates"": [[[2.263505264036402, 48.839537303601574], [2.265170717910421, 48.840467912980074], [2.266253034856863, 48.840531220062324], [2.26650868555423, 48.84148854690643], [2.267883292398071, 48.84219161909081], [2.268122557739414, 48.84089345897838], [2.26926359057225, 48.840410785553914], [2.267448797308955, 48.83844157248229], [2.263505264036402, 48.839537303601574]]]}";16;40;1290.94150515;77316.2680422
48.8448357723, 2.25546998704;"{""type"": ""Polygon"", ""coordinates"": [[[2.251260365497269, 48.84289448625609], [2.252562723078767, 48.84557736654662], [2.256586270042648, 48.84734395168929], [2.258040224746847, 48.84730596308315], [2.259102108045583, 48.84766927325785], [2.259205056788053, 48.8476038910018], [2.258837217435806, 48.84663225089185], [2.258610408442122, 48.84606602403803], [2.258521636389442, 48.84556626721136], [2.258556175417644, 48.845323331469466], [2.257558009551527, 48.845378745847746], [2.25851621082938, 48.844198676909286], [2.257652795398101, 48.84306192917854], [2.257368008455311, 48.84317193882621], [2.25654935933939, 48.84253766419815], [2.256158438494057, 48.842574958730154], [2.255868350166669, 48.84283223897031], [2.255146458320926, 48.842754576450886], [2.251260365497269, 48.84289448625609]]]}";16;36;2017.26893058;200970.178817
48.8667341459, 2.29566052444;"{""type"": ""Polygon"", ""coordinates"": [[[2.295262717560365, 48.868036313505165], [2.296156357487127, 48.86793466454327], [2.297508537903163, 48.8690065645267], [2.29825347321368, 48.86953624603689], [2.29884778048539, 48.86851374673898], [2.299832737671524, 48.865288201324276], [2.294852326496817, 48.86509069536348], [2.294647853058582, 48.86535063483627], [2.293681653473284, 48.86506132466729], [2.29318825309311, 48.86496025122012], [2.292534323737369, 48.865601989753706], [2.290799434194382, 48.866355638648905], [2.290872311952366, 48.8664680171756], [2.290006613224668, 48.866813879922674], [2.290315504016018, 48.86725881648486], [2.291090622525767, 48.86715595440556], [2.29204268410355, 48.86738332519517], [2.291913205607653, 48.867744478748556], [2.292660382572785, 48.86804789980049], [2.294820692679508, 48.86742849927434], [2.295262717560365, 48.868036313505165]]]}";16;65;2170.30179244;194736.117986
48.8605138747, 2.28587269892;"{""type"": ""Polygon"", ""coordinates"": [[[2.289864206490398, 48.86113977844616], [2.286798171164691, 48.859083297507254], [2.284785118025467, 48.85862386376978], [2.284711722378932, 48.858545925132226], [2.282000953958105, 48.86004436250405], [2.281046288763363, 48.8602057503902], [2.286543161339964, 48.86207474281467], [2.287503042159694, 48.86266731542106], [2.289864206490398, 48.86113977844616]]]}";16;4;1611.84357985;137882.718108
48.8590777773, 2.28194815558;"{""type"": ""Polygon"", ""coordinates"": [[[2.284838679981732, 48.858451917525535], [2.282047284843066, 48.857786341250275], [2.281345939394826, 48.85776531954237], [2.281240075464766, 48.85798837648085], [2.282561770777121, 48.858219000911], [2.282195757923947, 48.8588059341023], [2.281961463466791, 48.8587234355138], [2.280757589954247, 48.858697983499006], [2.280075795608841, 48.859045729284226], [2.279283592747135, 48.85981878275744], [2.280978836688766, 48.860198794085385], [2.281993301920778, 48.860025247031956], [2.284838679981732, 48.858451917525535]]]}";16;6;1221.69926241;49735.4974011
48.85584736, 2.27224299055;"{""type"": ""Polygon"", ""coordinates"": [[[2.275207528540657, 48.85427040084415], [2.269493015804923, 48.855745156006904], [2.270641726884041, 48.856294811445565], [2.270402453532112, 48.85669646091539], [2.270558850882971, 48.85695645563079], [2.271889069744121, 48.85704606913858], [2.272383280045689, 48.85715773804062], [2.272724657431786, 48.85735153310131], [2.273207171984578, 48.8571860495474], [2.272520715748576, 48.85655526423812], [2.272942862515258, 48.85644676750918], [2.273513143819422, 48.85615641977685], [2.273139776461996, 48.8558406136691], [2.273742948806572, 48.85559430760572], [2.275199282317007, 48.854437476878836], [2.275207528540657, 48.85427040084415]]]}";16;17;1297.73687112;55402.5963833
48.8682927452, 2.28391342277;"{""type"": ""Polygon"", ""coordinates"": [[[2.283625592400316, 48.8671023520881], [2.281089578283172, 48.86788424926372], [2.282255376668164, 48.86945557655855], [2.282835732336971, 48.86923543904864], [2.283457168219073, 48.87006652884292], [2.284509344352339, 48.86983449355036], [2.28514416296397, 48.8701920506826], [2.286138284543301, 48.86627759723265], [2.284786531239711, 48.86673601883271], [2.283625592400316, 48.8671023520881]]]}";16;57;1341.95149027;87368.369804
48.8708830182, 2.28218448236;"{""type"": ""Polygon"", ""coordinates"": [[[2.282833517921851, 48.8692404146411], [2.282249315569882, 48.86945984640974], [2.281085855637734, 48.86788513203063], [2.281075655828644, 48.86902568620735], [2.279358175283233, 48.87069598332479], [2.279153129593426, 48.87075173143907], [2.279382153853805, 48.87115163120547], [2.279243496007402, 48.87159543847567], [2.280437021547794, 48.87223245841486], [2.284449948025148, 48.87269200710195], [2.285120106349511, 48.870182899648], [2.284507330556645, 48.86983963962603], [2.283452918158356, 48.870070954429266], [2.282833517921851, 48.8692404146411]]]}";16;56;1647.70207595;125948.954183
48.865850506, 2.27760727983;"{""type"": ""Polygon"", ""coordinates"": [[[2.275950995710998, 48.865495165814096], [2.275773082619994, 48.865539313868226], [2.276311747547643, 48.866460941675015], [2.277034849300426, 48.86769027540651], [2.278953993120094, 48.86704780231028], [2.280143787661336, 48.86664951856964], [2.279868838638807, 48.8662681352656], [2.279300304088305, 48.865696977979894], [2.279086289288913, 48.8654908940769], [2.278729102376404, 48.86518544187071], [2.278318772834823, 48.864837517783556], [2.277409147894043, 48.86406407628672], [2.27577184060427, 48.86427733407543], [2.275814301984822, 48.86521616535118], [2.275950995710998, 48.865495165814096]]]}";16;50;1137.18683621;76495.4454224
48.8688492418, 2.27872830131;"{""type"": ""Polygon"", ""coordinates"": [[[2.28014378577661, 48.866651159993104], [2.278966432243345, 48.86704945008018], [2.27691111148779, 48.867733433927455], [2.276055937420277, 48.86873315458252], [2.276606084161561, 48.86954026903873], [2.277741497229445, 48.87114551499544], [2.279359470424292, 48.870689618568846], [2.281070318528812, 48.86902014579037], [2.281081299738473, 48.867892295195944], [2.281013780155864, 48.867882577468144], [2.280672921719892, 48.867386815872045], [2.28014378577661, 48.866651159993104]]]}";16;55;1323.71292306;116169.906755
48.8762813507, 2.29194639073;"{""type"": ""Polygon"", ""coordinates"": [[[2.289253736579773, 48.875657926799335], [2.289437061084458, 48.87591852797398], [2.28938685357186, 48.876065280928664], [2.289951813269989, 48.8763361980597], [2.290687799073381, 48.876605244367774], [2.291139576897501, 48.87679453319467], [2.29057978899653, 48.87759597784602], [2.290368018937435, 48.877751896153384], [2.291498243701721, 48.878107165989796], [2.292163862215002, 48.877156105261264], [2.29228285253049, 48.87725149173056], [2.292538883174946, 48.87778623899742], [2.293002150382056, 48.87808649779019], [2.293906508261712, 48.87835656508376], [2.294038849336147, 48.8781897015397], [2.293899205368356, 48.87806757779278], [2.294080921326557, 48.87789144896763], [2.293950991981293, 48.87764656916426], [2.293382871338563, 48.877670984857], [2.29305264269026, 48.877423041115044], [2.29353837549724, 48.875854221219186], [2.294059432008347, 48.87527070700907], [2.293726846352507, 48.87514517936783], [2.293214480755403, 48.87485611257161], [2.292989651330436, 48.87445145835546], [2.289253736579773, 48.875657926799335]]]}";17;48;1580.05492593;79861.502478
48.8767042676, 2.29497927954;"{""type"": ""Polygon"", ""coordinates"": [[[2.292993198633725, 48.8744537946725], [2.293224015310053, 48.8748584719072], [2.293737837899899, 48.87514777173124], [2.294064047447603, 48.87526996688898], [2.293540821215393, 48.87585720457431], [2.293057501569597, 48.877424512908846], [2.293382105422205, 48.87766878026583], [2.293953256724191, 48.877645077085546], [2.294082052405733, 48.87789219586305], [2.29390665624254, 48.878061634195404], [2.294045636625775, 48.87819529714976], [2.29390366141903, 48.878372134515544], [2.294008040337145, 48.87856601407895], [2.291364567670018, 48.8791822126674], [2.29167013172151, 48.879468597745124], [2.294166621293944, 48.87890045203999], [2.295762933607782, 48.87848666571918], [2.297308505768733, 48.878132990226064], [2.297293429848084, 48.87797926486798], [2.297881267181553, 48.87781906447353], [2.295007537397805, 48.87382141711386], [2.292993198633725, 48.8744537946725]]]}";17;47;1975.33484009;122252.318913
48.8777534193, 2.29071244767;"{""type"": ""Polygon"", ""coordinates"": [[[2.289381286718971, 48.87606894820559], [2.289117273361976, 48.87622651595283], [2.288768261744478, 48.876238256688005], [2.288108241183489, 48.87765821855144], [2.289872365031579, 48.8777973172864], [2.289465681027476, 48.878365952246746], [2.291289550173761, 48.87911091869038], [2.291362739193941, 48.87917979583938], [2.293999977545561, 48.878560115252895], [2.293886070426921, 48.878354830728874], [2.29300214702376, 48.87809027214438], [2.292536022014288, 48.877786237878254], [2.29227326686993, 48.8772482592105], [2.292167477665489, 48.87716140275602], [2.291506291297523, 48.878117798758055], [2.290365629475884, 48.87775228078147], [2.290581566193107, 48.87758970869834], [2.291134851003661, 48.87679562653036], [2.290786662473135, 48.87665576415652], [2.289931556343572, 48.87633517500808], [2.289381286718971, 48.87606894820559]]]}";17;49;1491.21193665;61308.3184678
48.8807445832, 2.28689965721;"{""type"": ""Polygon"", ""coordinates"": [[[2.284153400911524, 48.87815887707353], [2.284446949534813, 48.87887020172015], [2.285330552635773, 48.880901296836505], [2.284705689510404, 48.88125138180205], [2.28623221595825, 48.88227344752074], [2.286928219691229, 48.88221251167447], [2.286765912673368, 48.88237618545575], [2.287029202499807, 48.88256343938372], [2.288213778283441, 48.88174820015362], [2.286759948137711, 48.88089888912209], [2.286689827795685, 48.8805586561815], [2.286985765842844, 48.8805773770413], [2.286999563697172, 48.88086924993239], [2.288660211856348, 48.881838360082604], [2.288760157080752, 48.88210620049056], [2.288843063284137, 48.882160522352535], [2.290048609463293, 48.881869019819554], [2.289704677044764, 48.88142113383274], [2.28965526382906, 48.88093820005055], [2.286783988882917, 48.87935826733596], [2.285706022410654, 48.87924917315731], [2.284496972627013, 48.878363459713775], [2.284153400911524, 48.87815887707353]]]}";17;52;1925.13036767;88643.3715111
48.8841457007, 2.29235558842;"{""type"": ""Polygon"", ""coordinates"": [[[2.291089511507925, 48.88532332805979], [2.292305633859041, 48.88611109733056], [2.293380389364057, 48.8853609963913], [2.294464929689836, 48.88447556990926], [2.29434769640643, 48.88441054984909], [2.294455669034239, 48.88433323846961], [2.293372908822076, 48.88320472329607], [2.293471503774715, 48.88312122052536], [2.291640813892553, 48.882186918663685], [2.290752985295954, 48.882934614939096], [2.290877914986971, 48.88409834308921], [2.29100091546858, 48.884088659475495], [2.291089511507925, 48.88532332805979]]]}";17;56;1101.17507774;72265.3955206
48.8803055368, 2.29307231328;"{""type"": ""Polygon"", ""coordinates"": [[[2.290726761983082, 48.88025481803958], [2.291293386351414, 48.881448470536434], [2.29096471532871, 48.88165164436684], [2.291482836059966, 48.88187173768593], [2.291373667321397, 48.88162604195986], [2.292166192009411, 48.881039665963904], [2.292655052297322, 48.88131913125778], [2.293291343243656, 48.88081295679157], [2.292949110865905, 48.880624330204476], [2.293015050256763, 48.88054415327257], [2.294444790496695, 48.88124492111033], [2.295428779457676, 48.88165137155885], [2.295520250926408, 48.881258676898476], [2.294654694286867, 48.87973820575555], [2.29417339578802, 48.8789018082503], [2.291678152684514, 48.87946858137493], [2.291263017853854, 48.8797961734153], [2.290726761983082, 48.88025481803958]]]}";17;54;1342.0699275;62829.2983654
48.882347791, 2.29392717616;"{""type"": ""Polygon"", ""coordinates"": [[[2.291382379949547, 48.881627715081834], [2.291636770411013, 48.88217890215595], [2.293477038390393, 48.88312003186363], [2.293379741127581, 48.88320548677485], [2.294464410108929, 48.8843359927965], [2.295895786218673, 48.88322865749148], [2.29585026952207, 48.88312504709929], [2.296125310887556, 48.88295620913247], [2.295438899694272, 48.881659390154766], [2.294444865027627, 48.881249574910626], [2.293013471940071, 48.88054975491515], [2.292954670151409, 48.880624537249076], [2.293294763313345, 48.88081168214654], [2.292653321416653, 48.88132255040891], [2.292166189942024, 48.881041946231015], [2.291382379949547, 48.881627715081834]]]}";17;55;1216.18596045;72038.6426266
48.8989973535, 2.32701727668;"{""type"": ""Polygon"", ""coordinates"": [[[2.330068407353002, 48.900993650001595], [2.328914542104374, 48.89760162675176], [2.328841119344343, 48.89737261446296], [2.32869508535716, 48.89739076983224], [2.328089904059375, 48.89576346415233], [2.326790123622204, 48.89578923985563], [2.32562366902258, 48.897304466742206], [2.32695966287064, 48.89735659580284], [2.326495966928571, 48.89761937683307], [2.326414066215588, 48.898770423856284], [2.323876931234896, 48.89875705772781], [2.32352209960847, 48.90083348578011], [2.330068407353002, 48.900993650001595]]]}";17;23;2063.83417448;162260.160621
48.8827778489, 2.30700464476;"{""type"": ""Polygon"", ""coordinates"": [[[2.302981754002082, 48.882816437052476], [2.304568758582913, 48.88368018273435], [2.304922987123184, 48.8838946550754], [2.305378334181392, 48.88393831748042], [2.307469376253283, 48.88472646850678], [2.310440651907204, 48.882265803097575], [2.310334911885822, 48.88224834186775], [2.309168832927647, 48.88083076345721], [2.30876022339459, 48.880797876490604], [2.307560239762959, 48.882040054114746], [2.306370212127296, 48.88139529396097], [2.304490936766604, 48.8821130795185], [2.302981754002082, 48.882816437052476]]]}";17;31;1535.39911915;119048.06276
48.8862948491, 2.30687785693;"{""type"": ""Polygon"", ""coordinates"": [[[2.306502963135362, 48.8853950374053], [2.304973033333562, 48.88539290359555], [2.304795902539136, 48.88697709460302], [2.305101497828014, 48.88722810592972], [2.307391124847491, 48.88751549768374], [2.309613927902093, 48.8859018103741], [2.309485875873699, 48.885808849525965], [2.307522000449732, 48.88517192865933], [2.307329646400032, 48.88508969101243], [2.307198066207397, 48.885242439634325], [2.306502963135362, 48.8853950374053]]]}";17;33;1002.51286662;62933.0904484
48.8901544803, 2.29757088151;"{""type"": ""Polygon"", ""coordinates"": [[[2.302243128934651, 48.89124031207865], [2.298882296895286, 48.889691608086146], [2.298847470322997, 48.88973795858395], [2.29664870527886, 48.88873585166774], [2.294735072829567, 48.88756552709075], [2.292714356181924, 48.88957208382616], [2.295045025577176, 48.889840123580974], [2.298591001280391, 48.891700852612395], [2.300588315461783, 48.892626307590184], [2.301571210235207, 48.89189102598002], [2.301504643992595, 48.89184342977647], [2.302243128934651, 48.89124031207865]]]}";17;39;1848.81236813;131735.444719
